date-time,headline,views,tags
2007-05-25 18:05:00,Sokhumi Accuses Saakashvili of Inciting ‘Ethnic Hatred’,2,
2007-05-25 18:37:00,Parliament Endorses Proposal on Free Economic Zones,2,
2007-05-25 21:43:00,"Opposition Steps Up Criticism, Amid Ombudsman’s Report",4,Girgvliani Case
2007-05-26 10:48:00,Army Parade Marks Independence Day,2,
2007-05-26 13:01:00,Saakashvili Speaks of Unity in Independence Day Speech,14,
2007-05-26 21:15:00,New Airport Terminal Opens in Batumi,5,
2007-05-27 12:04:00,‘Patriotic Camp’ Launched in Abkhaz Conflict Zone,6,Salome Zurabishvili
2007-05-28 10:36:00,Tbilisi Hosts Georgian Emigre Forum,1,
2007-05-28 11:21:00,Deputy Assistant to U.S. Vice President Visits Georgia,2,
2007-05-28 15:52:00,Saakashvili Comments on Tax Reform,2,
2007-05-28 17:22:00,Abkhaz Leader Meets UN Envoy,1,
2007-05-29 10:10:00,Georgian Foreign Minister Meets Russian Ambassador,1,
2007-05-29 10:15:00,Ex-Lawmaker Found Dead in Tbilisi,2,
2007-05-29 11:14:00,Russia Partially Resumes Visas for Georgia,2,
2007-05-29 12:34:00,"Tbilisi, Tskhinvali Accuse Each Other of Shelling",1,
2007-05-29 16:56:00,Opposition Demands Education Minister’s Resignation,2,
2007-05-29 17:13:00,"S.Ossetian Leader, Russian Ambassador Meet in Tskhinvali",1,
2007-05-30 10:31:00,Burjanadze Visits St. Petersburg for CIS Assembly,1,
2007-05-30 10:41:00,"Russia, Georgia WTO Talks",1,
2007-05-30 11:25:00,Defense Minister Gives Details of Iraq Deployment,2,
2007-05-30 11:46:00,Russian Diplomat Warns over Sanakoev’s Administration,1,
2007-05-30 15:17:00,Ex-MP Murder Suspects Arrested,2,
2007-05-30 18:23:00,Tskhinvali Blames Tbilisi for Water Shortage,3,
2007-05-31 11:06:00,"Georgia, Russia in WTO Talks",1,
2007-05-31 13:20:00,"Russian, Georgian Officials Discuss Putin-Saakashvili Talks",1,
2007-05-31 16:23:00,USAID Builds New Office in Tbilisi,2,
2007-05-31 16:30:00,Some Hope Okruashvili will Shift Power Balance,3,
2007-05-31 18:03:00,"British Official Meets Sanakoev, Antadze",1,
2007-05-31 18:30:00,"Tbilisi, Moscow Fail in WTO Talks",2,
2007-06-01 08:30:00,Soldiers Go AWOL from Base Near Tbilisi,1,
2007-06-01 10:18:00,Water Dispute Becomes Political in S.Ossetia,6,
2007-06-01 12:30:00,Tbilisi Seeks UN Mediation to Resume Abkhaz Talks,1,
2007-06-01 13:40:00,Tbilisi Firm on Russia’s WTO Entry Terms,1,
2007-06-01 16:27:00,Deputy Foreign Minister Becomes GUAM Secretary General,0,
2007-06-01 17:01:00,AzerGaz Resumes Gas Supply to Georgia,4,
2007-06-01 17:54:00,‘Invest in Georgian Banking’ Forum Opens in Tbilisi,0,
2007-06-01 18:18:00,IMF Hails Georgia’s Economy,1,
2007-06-02 12:08:00,Convicted Opposition Politician Suspends Hunger Strike,0,
2007-06-02 14:58:00,Water Supply Partially Restored in S.Ossetia,0,
2007-06-02 16:10:00,Tbilisi Opens Ossetian Cultural Center,1,
2007-06-03 15:02:00,Water Crisis Remains Source for S.Ossetia Tensions,0,
2007-06-04 12:29:00,Putin: Kosovo Sets a Precedent,6,
2007-06-04 16:39:00,"Abkhaz, S.Ossetian Leaders Pledge Cooperation in Moscow",0,
2007-06-04 18:15:00,‘Email from Iraq’ Dismissed,1,
2007-06-04 18:33:00,Tskhinvali Blames Tbilisi’s ‘Absurd Policy’ For Water Shortage,1,
2007-06-05 10:29:00,Georgia Allowed to Align with EU Statements,3,
2007-06-05 14:45:00,Tbilisi Warns Tskhinvali to Release ‘Hostages’,0,
2007-06-05 16:12:00,Opposition Targets Election Rules,1,
2007-06-05 18:01:00,Tbilisi Pushes Tskhinvali to Cooperate with Sanakoev,0,
2007-06-05 18:40:00,Burjanadze Briefs Foreign Diplomats over S. Ossetia,0,
2007-06-06 10:09:00,"Georgian Deputy Foreign Minister, UN Envoy Discuss Abkhazia",0,
2007-06-06 10:10:00,Saakashvili to Visit Ukraine,0,
2007-06-06 10:49:00,"NATO, Georgian Officials Meet in Brussels",1,
2007-06-06 11:07:00,Three Georgians Released in S.Ossetia,0,
2007-06-06 11:08:00,Burjanadze to Visit Turkmenistan,1,
2007-06-06 12:29:00,Parliament Sets Minimum Gambling Age,0,
2007-06-06 15:28:00,Russian Ambassador Comments on S.Ossetia Water Crisis,0,
2007-06-06 18:02:00,"Georgia, U.S. to Sign Air Service Treaty",1,
2007-06-06 18:30:00,Tskhinvali Seeks Alternative Water Supplies,0,
2007-06-07 09:59:00,Sanakoev Says Water Pipeline Repaired in S.Ossetia,1,
2007-06-07 10:55:00,HRW Speaks Out Against Amendment to Imprisonment Law,0,
2007-06-07 11:03:00,Foreign Minister Visits Sweden,1,
2007-06-07 11:47:00,Georgians Suspected of Stealing Stradivarius Arrested in Vienna,32,
2007-06-07 14:37:00,Tskhinvali Claims Water Pipe Still Unrepaired,0,
2007-06-07 17:04:00,Electronic Communications Market Turnover Exceeds GEL 1 bln,2,
2007-06-07 19:50:00,S.Ossetia Water Supply Restored,0,
2007-06-08 11:02:00,Crisis Group Reports on S.Ossetian Conflict,0,
2007-06-08 14:30:00,Parliament Approves Increase in Budget,0,
2007-06-08 14:51:00,Parliament Endorses Increase in Troop Levels in Iraq,0,
2007-06-08 15:12:00,Pig Disease Hits Georgia,1,
2007-06-08 16:58:00,Budgetary Amendment Criticized as Non-Transparent,0,
2007-06-08 17:30:00,"Burjanadze, Turkmen Leadership Discuss Energy Cooperation",0,
2007-06-08 19:22:00,Controversy Surrounds New Tax Proposals,0,
2007-06-09 11:17:00,Saakashvili at CIS Summit in St. Petersburg,0,
2007-06-09 14:45:00,Putin Seeks Advantage Ahead of Talks with Saakashvili,0,
2007-06-09 14:46:00,Water Shortage Problem Persists in Tskhinvali,0,
2007-06-09 15:31:00,Sokhumi Firm on Talks Resumption Terms,0,
2007-06-09 16:41:00,S.Ossetian Dies in Clash with Georgian Police,2,
2007-06-10 17:11:00,Georgian Prime Minister to Visit Czech Republic,0,
2007-06-10 18:30:00,Saakashvili Upbeat After Talks with Putin,2,
2007-06-11 11:32:00,Saakashvili to Visit France,0,
2007-06-11 12:11:00,"Georgian, Turkmen Presidents Discuss Cooperation",0,
2007-06-11 15:55:00,Abkhazia to Build Military Base in Gali – Parliamentary Commission,0,
2007-06-11 17:02:00,"IFC Survey: Business Optimism Declines, Despite Improvements",0,
2007-06-11 17:51:00,"Abkhaz Reports: Sokhumi Rejects EU Proposals, for Now",1,
2007-06-11 18:05:00,"Moscow, Sokhumi Deny Plans to Build Military Base in Gali",1,
2007-06-12 10:45:00,Georgian Officials to Participate in CFE Conference in Vienna,1,
2007-06-12 11:05:00,Burjanadze at Black Sea Parliamentary Assembly,3,
2007-06-12 11:33:00,UAE Company to Invest USD 1.5 bln in Georgia,5,
2007-06-12 15:33:00,EU Diplomat Speaks of Conflicts in Georgia,2,
2007-06-12 18:01:00,GEL 97 mln Land Deal for ‘New District’,1,
2007-06-12 19:52:00,Flood Kills One in Western Georgia,2,
2007-06-12 21:08:00,Equality Institute Activists Jailed,1,
2007-06-13 10:15:00,New Proposals over Judiciary Trigger Controversy,2,Girgvliani Case
2007-06-13 11:03:00,Defense Minister to Visit Brussels,1,
2007-06-13 12:29:00,MCC Chief Visits Georgia,1,
2007-06-13 14:11:00,Crash Kills Two on Training Flight,1,
2007-06-13 14:22:00,Saakashvili Meets U.S. Official,1,
2007-06-13 14:48:00,License for Mineral Water Bottling Sold for GEL 3 mln,6,
2007-06-13 16:23:00,"Georgian, Czech PMs Discuss Economic Cooperation",2,
2007-06-13 20:08:00,Draft Law on Meskhetian Repatriation,4,
2007-06-14 10:24:00,Saakashvili: France is Georgia’s ‘Very Strong Ally’,5,
2007-06-14 11:38:00,"Sarkozy, Saakashvili Discuss Nuclear Energy Projects",2,
2007-06-14 12:05:00,CIS Chambers of Commerce Chiefs Meet in Tbilisi,2,
2007-06-14 14:58:00,Russia Withdraws Hardware from Batumi Military Base,1,
2007-06-14 15:11:00,‘New Reality’ in S.Ossetia – Foreign Minister Tells OSCE,1,
2007-06-14 17:12:00,Burjanadze Meets French Senate President,1,
2007-06-14 18:23:00,Construction  Begins of Hyatt Hotel in Tbilisi,9,
2007-06-15 11:56:00,Tensions Reported over S.Ossetia Road,2,
2007-06-15 12:19:00,Georgia Sizes Up Nuclear Option,2,
2007-06-15 14:05:00,Tskhinvali Calls for JCC Session ‘to Defuse Tensions’,2,
2007-06-15 15:03:00,HRW Slams Lowering Age of Criminal Responsibility,2,
2007-06-15 18:02:00,Freedom House Notes Progress in Georgia’s Democracy,1,
2007-06-15 18:39:00,EU Hails Tbilisi’s ‘All-Inclusive’ Efforts in South Ossetia,2,
2007-06-16 11:30:00,Secessionist Foreign Ministers Meet in Tiraspol,1,
2007-06-16 12:10:00,Sanakoev Wants OSCE Response to S.Ossetia Developments,2,
2007-06-16 15:29:00,Gulf Emirate Deputy Ruler on Business Trip to Georgia,12,
2007-06-17 11:30:00,Kazakhstan Builds Grain Terminal in Poti,14,
2007-06-18 11:40:00,GUAM Leaders Gather in Baku,2,
2007-06-18 15:05:00,"Greece Gives EUR 184, 000 Worth of Military Gear to Georgia",4,
2007-06-18 15:42:00,Economy Minister Visits U.S.,1,
2007-06-18 17:07:00,"Georgian, Azerbaijani Presidents Discuss Cooperation",1,
2007-06-18 18:06:00,Georgia Outlines Priorities at GUAM Summit,3,
2007-06-19 10:29:00,OSCE Calls for Talks to Resolve S.Ossetia Water Crisis,2,
2007-06-19 11:01:00,"Moscow, Tbilisi Prepare Foreign Ministers’ Meeting",1,
2007-06-19 13:42:00,Georgian-Iranian Relations Roundtable in Tbilisi,2,
2007-06-19 15:42:00,"Georgian, S.Ossetian Chief Negotiators Discuss Water Crisis",3,
2007-06-19 15:43:00,Opposition Urged to Unite,2,
2007-06-19 17:05:00,Time is Up – Saakashvili Tells Tskhinvali at GUAM Summit,2,
2007-06-19 17:42:00,GUAM Discusses Oil Transit to Europe,3,
2007-06-19 18:02:00,Tbilisi Blames Tskhinvali for Water Shortage,2,
2007-06-20 11:46:00,Kazakhs Still On Board at Batumi Oil Terminal,6,
2007-06-20 13:23:00,Border Police Detects ‘Radioactive Scrap Metal’ at Azeri Border,3,
2007-06-20 15:49:00,MPs Discuss Anti-Drugs Package,1,
2007-06-20 17:40:00,Pundits Say More Pragmatism Needed in Ties with Iran,3,
2007-06-20 19:14:00,Burjanadze Meets Opposition over Meskhetian Repatriation,2,
2007-06-21 10:54:00,"State Minister, Foreign Diplomats Discuss Conflicts",1,
2007-06-21 11:40:00,New Contender for the Presidency,1,
2007-06-21 14:34:00,"Georgia, U.S. Sign Trade Treaty",3,
2007-06-21 17:37:00,MP Slammed for Hate Speech,4,
2007-06-21 18:26:00,"European Investment Bank, Georgia Agree on Cooperation",14,
2007-06-22 10:45:00,Open Skies Between Georgia and U.S.,2,
2007-06-22 12:12:00,U.S. Official Speaks of Georgian-Russian Relations,1,
2007-06-22 12:40:00,Tbilisi Annuls Treaty on S.Ossetia,3,
2007-06-22 13:40:00,"Bank Loans, Deposits Soar",5,
2007-06-22 14:39:00,Paper: Smooth Transition of Power in S.Ossetia Plotted,3,
2007-06-22 19:12:00,Abkhaz Side to Take Part in UN-led Talks,2,
2007-06-22 19:51:00,Parliament Backs Meskhetian Repatriation,6,
2007-06-22 20:02:00,Parliament Approves Law on Property Legalization,2,
2007-06-23 14:45:00,Tskhinvali Condemns Tbilisi’s Annulment of Treaty on S.Ossetia,4,
2007-06-23 22:35:00,Sanakoev Visits Brussels,2,
2007-06-24 14:01:00,Georgian Leadership at Black Sea Summit,1,
2007-06-25 15:57:00,Russian Paper: Tbilisi in Talks on S.Ossetia Deal with Moscow,2,
2007-06-25 17:24:00,No Clarity over GUAM Peacekeeping Unit,3,
2007-06-25 18:14:00,Education Minister to Testify to MPs,2,
2007-06-26 10:30:00,Secessionist Parliamentarians Meet in Sokhumi,1,
2007-06-26 11:29:00,Saakashvili Speaks of S.Ossetia at BSEC Summit,1,
2007-06-26 11:50:00,Tskhinvali Condemns Sanakoev’s Brussels Visit,1,
2007-06-26 13:51:00,Tbilisi’s S.Ossetia Diplomatic Offensive Gains Momentum,4,
2007-06-26 16:41:00,Saakashvili: Georgia has Guaranteed Energy Security,2,
2007-06-26 18:29:00,New Abkhaz TV on Air,5,
2007-06-26 18:42:00,Some MPs from Ruling Party to Ally with Okruashvili ? MP Says,2,
2007-06-27 10:11:00,New Abkhaz Defense Minister Appointed,2,
2007-06-27 12:41:00,USD 575 mln FDI for First Quarter,1,
2007-06-27 16:30:00,Moscow Rejects Talks with Sanakoev,2,
2007-06-27 19:50:00,Proposal to Repatriate Meskhetians Passed on Second Reading,2,
2007-06-27 19:51:00,Russia Transfers Akhalkalaki Military Base to Georgia,4,
2007-06-27 20:22:00,HSBC to Enter Georgian Market,1,
2007-06-27 20:34:00,Controversy over Planned Media Restrictions in Courtrooms,2,
2007-06-28 10:30:00,Three Injured in South Ossetia Shootings,2,
2007-06-28 13:34:00,Plot to Kill Abkhaz PM Alleged,2,
2007-06-28 16:03:00,S.Ossetia Road Construction Resumes After Local Protest,3,
2007-06-28 17:35:00,Government Gears up for New Wave of Privatization,2,
2007-06-28 18:15:00,‘Group of Friends’ Discusses Abkhazia,1,
2007-06-29 11:20:00,New Rights Bid for Presidency,2,Salome Zurabishvili
2007-06-29 12:05:00,S.Ossetian Report: One Injured in Shelling,3,
2007-06-29 12:24:00,Burjanadze Hails Sanakoev’s Brussels Visit,1,
2007-06-29 15:26:00,"Moscow Backs Tskhinvali, But Urges Restraint",3,
2007-06-29 19:39:00,MPs Angered over Minister’s Assertive Speech,3,
2007-06-29 21:14:00,Ban Ki-moon Visits Georgia,1,
2007-06-30 12:45:00,"Sokhumi, Tbilisi Agree on Talks in Quadripartite Format",2,
2007-06-30 14:12:00,Tbilisi Condemns Lavrov-Kokoity Meeting,1,
2007-06-30 14:19:00,Tbilisi-Moscow Charter Flights Planned for Summer,2,
2007-06-30 15:06:00,3 Injured in S.Ossetia Shootout,3,
2007-07-01 12:28:00,Public Transport Fee Hike,1,
2007-07-02 11:02:00,Security Chief Visits Iran,1,
2007-07-02 12:39:00,Invest in Georgia Forum in Kazakhstan,1,
2007-07-02 13:26:00,Water Protest Blocks S.Ossetian Road,3,
2007-07-02 15:24:00,Officials Arrested in Kutaisi,1,
2007-07-02 18:12:00,Kokoity Urges Restraint,1,
2007-07-03 09:56:00,No Tbilisi-Moscow Charter Flights,1,
2007-07-03 10:07:00,OSCE Chair Concerned over S.Ossetia Tensions,1,
2007-07-03 11:26:00,Forum Discusses ENP Action Plan Progress,1,
2007-07-03 13:18:00,Proposal on Free Economic Zones Approved,1,
2007-07-03 15:27:00,Key to Conflict Resolution is in Europe ? Sanakoev Says,1,
2007-07-03 16:05:00,Tskhinvali Says Water Supply Restored,1,
2007-07-03 17:05:00,Parliament Backs Media Restrictions in Courts,1,
2007-07-04 16:19:00,Protesters Disperse as Water Supply Resumes,1,
2007-07-04 16:21:00,Saakashvili ‘Cautiously Optimistic’ over Russian Sanctions,1,
2007-07-05 15:19:00,Constitutional Court Moves to Batumi,1,
2007-07-05 16:16:00,Saakashvili Outlines Approaches to Conflict Resolution,1,
2007-07-05 16:22:00,Russian Official Meets Abkhaz Foreign Minister,1,
2007-07-05 16:23:00,PACE President Visits Georgia,1,
2007-07-05 16:27:00,Lavrov: NATO Enlargement a Relapse into Cold War,1,
2007-07-05 16:28:00,Russian Diplomat: No Need for New Players in S.Ossetia,1,
2007-07-05 16:31:00,Saakashvili Slams Opposition MPs,1,
2007-07-05 17:11:00,Daughter Alleges Politics Behind Ex-MP’s Murder,4,
2007-07-05 17:53:00,Central Bank Reserves at USD 1.25 bln,1,
2007-07-05 18:28:00,EC Reaffirms Commitments to S.Ossetia,1,
2007-07-05 20:26:00,Georgian Foreign Minister Meets Russian Diplomat,1,
2007-07-06 11:16:00,Some Say Sochi Olympic Good for Conflict Resolution,2,
2007-07-06 11:47:00,TV Report: Officials Use State Funds for Medical Treatment,1,
2007-07-06 11:50:00,Burjanadze Visits Ukraine,1,
2007-07-06 16:14:00,"State to Tackle Unemployment, Poor Service – Saakashvili Says",2,
2007-07-06 17:47:00,Energo-Pro Finalizes Purchase of Energy Grids,6,
2007-07-06 18:06:00,Reports: Two Killed in Gali,2,
2007-07-06 18:24:00,Tbilisi Says S.Ossetia Water Shortage Problem Remains,4,
2007-07-06 19:28:00,Vessel En-Route from Abkhazia Seized,4,
2007-07-07 10:52:00,Saakashvili Backs Education Minister,1,
2007-07-07 11:52:00,Tskhinvali Rejects JCC in Tbilisi,1,
2007-07-07 15:36:00,PACE President Visits Tskhinvali after Talks with Sanakoev,1,
2007-07-08 13:34:00,Bulgarian Foreign Minister Visits Georgia,1,
2007-07-09 12:12:00,Secessionist Leaders Visit Moscow,2,
2007-07-09 12:26:00,Sokhumi Condemns Detention of Vessel,2,
2007-07-09 12:52:00,Abkhaz PM Survives Assassination Attempt,2,
2007-07-09 13:33:00,Peacekeepers ‘Block’ Road to Upper Kodori – Tbilisi Claims,1,
2007-07-09 14:39:00,Moscow Mayor Pledges More Investment in Abkhazia,1,
2007-07-09 16:39:00,Bulgaria Pledges Support,1,
2007-07-09 18:25:00,Minister Claims Democracy Comes to School,1,
2007-07-10 10:43:00,Russian – Georgian Relations Discussed,2,
2007-07-10 10:59:00,Russian Peacekeepers Released,1,
2007-07-10 11:16:00,Bulgarian Defense Firm Seeks Ties with Georgian MoD,6,
2007-07-10 15:40:00,Speculation Rife on Attempt on Abkhaz PM’s Life,2,
2007-07-10 16:47:00,State Minister Visits Moscow,1,
2007-07-10 18:24:00,Water Supply Suspended ? Tskhinvali Says,1,
2007-07-11 10:20:00,Find Would Be Assassins or Go – Abkhaz Leader Tells Police,3,
2007-07-11 12:29:00,Georgia Hosts PfP Air Maneuvers,4,
2007-07-11 17:50:00,Russian State Agencies Buy Abkhaz Assets ? Tbilisi Claims,2,
2007-07-11 18:12:00,Bill to Repatriate Meskhetians Given Final Approval,1,
2007-07-11 18:15:00,Ombudsman’s Report ‘Ignored’,2,
2007-07-11 18:19:00,Tbilisi Condemns Moscow’s Plans to Invest in Abkhazia,1,
2007-07-11 18:37:00,Media Restrictions in Courts Approved with Final Reading,2,
2007-07-12 10:04:00,Central Bank Chief May Resign ? Opposition Alleges,1,
2007-07-12 13:46:00,Sokhumi Plans TV for Gali,11,
2007-07-12 13:57:00,U.S. Intelligence Links Developments in Kosovo with Georgia,1,
2007-07-12 15:35:00,Georgian Police Detain Russian Reporters in S.Ossetia,1,
2007-07-12 16:56:00,Bagapsh Vows to Help Abkhaz Return from Turkey,1,
2007-07-12 18:06:00,Two Russian Reporters Released,1,
2007-07-12 21:34:00,UNOMIG Report on Kodori Attack,3,
2007-07-13 09:58:00,Abkhazia No Problem for Sochi Olympics ? Russian Official,1,
2007-07-13 15:56:00,Tbilisi Boycotts JCC in Tskhinvali,1,
2007-07-13 17:23:00,New Chief of Adjara’s State Audit Agency Appointed,1,
2007-07-13 18:59:00,Tbilisi Banks Diplomatic Credit from Kodori Attack,1,
2007-07-13 19:07:00,Commission to Work on S.Ossetia Status,1,
2007-07-14 10:46:00,Tskhinvali May Agree on JCC in Tbilisi,1,
2007-07-14 11:36:00,Sokhumi Wants Maritime Link with Turkey,2,
2007-07-14 14:05:00,"Georgian, Azeri Defense Ministers Discuss Cooperation",1,
2007-07-14 15:26:00,Poti Port to be Leased for Free Economic Zone,2,
2007-07-14 16:34:00,Russia Pulls Out of CFE Treaty,2,Salome Zurabishvili
2007-07-15 14:52:00,‘Accidental Shot’ Kills Soldier in Kodori,1,
2007-07-16 13:38:00,Outgoing French Envoy Speaks of Ties with Georgia,2,
2007-07-16 15:07:00,Opposition Teams Up to Change Election Rules,7,
2007-07-16 15:51:00,Abkhaz PM Denies Alleging Tbilisi Behind Attempted Assassination,2,
2007-07-16 16:34:00,JCC Proposed for OSCE Tbilisi Office,1,
2007-07-16 18:02:00,Sale of Railway ‘Ruled Out’,1,
2007-07-16 18:47:00,Tbilisi Wants UN Post in Kodori,1,
2007-07-17 10:40:00,U.S. Hails Report on Kodori Attack,1,
2007-07-17 13:19:00,Georgia Launches Increase of Troops in Iraq,1,
2007-07-17 15:27:00,"South Ossetian, North Ossetian Leaders Meet in Vladikavkaz",1,
2007-07-17 16:26:00,Ban Ki-moon: Kosovo not a Precedent,1,
2007-07-17 17:01:00,President Called Upon to Veto Media Restrictions,1,
2007-07-17 18:36:00,Regional Railway Discussed in Baku,1,
2007-07-18 11:30:00,"Georgian, Ukrainian Presidents Discuss Relations",1,
2007-07-18 12:15:00,Russia Responds to Kodori Attack Report,1,
2007-07-18 13:12:00,‘Battle to Win the Hearts and Minds’ in S.Ossetia,3,
2007-07-18 14:59:00,Fitch Gives ‘Stable Outlook’ to Georgia,2,
2007-07-18 16:25:00,Saakashvili: State should Help Ethnic Minorities in Education,1,
2007-07-18 17:56:00,Conflicting Reports on Tskhinvali Water Supply,2,
2007-07-18 18:14:00,PM ‘Surprised’ at Russia’s Reaction to Kodori Attack Report,1,
2007-07-18 18:34:00,Sokhumi Rejects UN Kodori Post,1,
2007-07-19 10:35:00,Burjanadze: Moscow Behind Kodori Attack,1,
2007-07-19 10:48:00,"Georgian, Armenian Foreign Minister Discuss Ties",1,
2007-07-19 12:46:00,Deputy Defense Minister Resigns,2,
2007-07-19 15:40:00,Burjanadze: Strong Army Serves Peace,1,
2007-07-19 16:16:00,Russia Further Eases Visa Rules for Georgia,1,
2007-07-19 16:31:00,MP Bakradze Replaces State Minister Antadze,2,
2007-07-19 18:30:00,Abkhaz Interior Minister Vows to Resolve PM Assassination Attempt,1,
2007-07-19 20:11:00,"Rift Grows, but Room for Optimism Remains – Report on Ethnic Minorities",1,
2007-07-20 10:44:00,New State Minister for Conflicts Outlines Priorities,1,
2007-07-20 11:22:00,Power Station Sold for US$ 41 mln,4,
2007-07-20 13:12:00,More Troops Sent to Iraq,1,
2007-07-20 13:46:00,Secessionist Authorities Comment on New State Minister,1,
2007-07-20 18:45:00,Russian Chief Negotiator Speaks of S.Ossetia,2,
2007-07-21 10:41:00,Saakashvili Explains Motives of Appointment of New State Minister,1,
2007-07-21 13:51:00,Dwellers Forced Out from Homes,3,
2007-07-21 17:36:00,"GEL 500,000 for S.Ossetia SMEs",2,
2007-07-22 15:13:00,Ossetian Community Assembly,1,
2007-07-23 12:52:00,Foreign Trade Up By 37%,1,
2007-07-23 15:49:00,‘Goodbye Kokoity’ Campaign,1,
2007-07-23 17:03:00,Allied Irish Bank Ponders Georgia Investment,6,
2007-07-23 18:06:00,New State Minister Ready for JCC,1,
2007-07-23 18:58:00,Saakashvili Speaks of Army,8,
2007-07-24 11:12:00,"Tbilisi, Sokhumi Urged to Renew Talks",2,
2007-07-24 13:21:00,Commission on S.Ossetia Status Convened,1,
2007-07-24 16:13:00,Saakashvili Says he will Toughen Inmate Pardoning Policy,1,
2007-07-24 18:02:00,Politicians Comment on UN Abkhazia Report,3,Salome Zurabishvili
2007-07-25 10:30:00,Sokhumi Hails UN Abkhaz Report,1,
2007-07-25 10:43:00,Chechen Officials Visit Sokhumi,1,
2007-07-25 11:43:00,Tbilisi Develops S.Ossetia Status,1,
2007-07-25 16:09:00,"OSCE Chair’s Envoy, State Minister Discuss S.Ossetia",1,
2007-07-25 16:38:00,Poti Port Bid Submission Extended,2,
2007-07-25 17:16:00,"Georgian, Azeri Foreign Ministers Discuss Relations",1,
2007-07-25 17:29:00,State Minister Meets Diplomatic Corps,1,
2007-07-25 18:58:00,Ministers Warned Not to Use State Funds for Medical Treatment,1,
2007-07-25 20:05:00,Government Lays Out Plan for Agro-Business Development,2,
2007-07-26 10:18:00,UN to Discuss Abkhazia,1,
2007-07-26 11:24:00,Armenian Foreign Minister Visits Georgia,1,
2007-07-26 12:22:00,Russia Likely to Ignore S.Ossetia Status Commission,1,
2007-07-26 12:43:00,Officials Visit Kodori,2,
2007-07-26 15:33:00,S.Ossetian Gas Pipeline Examined,1,
2007-07-26 16:45:00,OSCE Chairman’s Envoy Meets S.Ossetian Leader,1,
2007-07-26 19:04:00,State Minister Criticizes UN Abkhaz Report,1,
2007-07-26 20:06:00,Tbilisi Demands Reopening of Probe into Kodori Attack,1,
2007-07-27 10:22:00,OSCE Chair’s Envoy Hails Tbilisi’s All-Inclusive Efforts in S.Ossetia,1,
2007-07-27 11:38:00,U.S. Official Visits Georgia,1,
2007-07-27 11:42:00,EU Envoy Visits Georgia,1,
2007-07-27 13:46:00,Presidential Contender Sets Up Party,2,Salome Zurabishvili
2007-07-27 15:03:00,U.S. Official Meets Opposition,1,
2007-07-27 16:07:00,Putin may Meet Saakashvili,1,
2007-07-27 17:19:00,Russia Ponders Abkhazia Investments Ahead of Olympics,1,
2007-07-27 19:48:00,U.S. Endorses Tbilisi’s S.Ossetia Approach,1,
2007-07-28 12:32:00,U.S. Diplomat Comments on Kodori Attack,1,
2007-07-29 11:56:00,Commission on S.Ossetia Status Moves Forward,1,
2007-07-29 13:43:00,EU Envoy Comments on Kodori Attack,1,
2007-07-30 10:51:00,Saakashvili Praises Chief Prosecutor for Town Rehabilitation,2,
2007-07-30 12:23:00,Promoting Term ‘South Ossetia’,5,
2007-07-30 14:46:00,Municipal Probe into Privatization of Land in Tbilisi,2,
2007-07-30 18:24:00,TAV Takes Over Batumi Airport,4,
2007-07-30 18:36:00,Minister Lashes Out at ISPs,1,
2007-07-31 10:45:00,HSBC Enters Georgian Market,1,
2007-07-31 11:11:00,Tbilisi Warns Against Buying Assets in Breakaway Regions,2,
2007-07-31 14:34:00,"Abkhaz Leader Speaks of Sanakoev, Kosovo Case",1,
2007-07-31 14:53:00,No Progress on Russia WTO Talks,1,
2007-07-31 15:09:00,High-Profile Murder Jail Term Cut,2,Girgvliani Case
2007-07-31 16:45:00,Russia’s Positive Role can Resolve S.Ossetia in Months – Burjanadze,2,
2007-07-31 18:04:00,Hilton may Develop Hotel Network in Georgia ? Minister Says,1,
2007-08-01 11:58:00,Moscow Mediates to Arrange JCC,1,
2007-08-01 12:57:00,"Tbilisi Lacks Levers to Stop Investment, Abkhaz Officials Say",1,
2007-08-01 17:04:00,Conservative Party Leader Speaks of Ties with Okruashvili,1,
2007-08-01 17:42:00,"Tbilisi, Tskhinvali Agree to Jointly Tackle Water Shortage",2,
2007-08-01 18:04:00,‘Terrorist Act Foiled’ in Tskhinvali,1,
2007-08-01 18:41:00,"Number of Tourists Hits Record High, Sokhumi Claims",1,
2007-08-02 11:03:00,Georgian Peacekeepers Maneuver in S.Ossetia Conflict Zone,2,
2007-08-02 14:10:00,Ombudsman Speaks Out on Opposition Politician’s Trial,2,
2007-08-02 15:09:00,No Agreement on Tbilisi-Moscow Charter Flights,1,
2007-08-02 16:45:00,Abkhaz Maneuvers Planned,1,
2007-08-02 17:41:00,GEL 163 mln Budget Surplus Reported,1,
2007-08-03 10:40:00,Moscow Firm on S.Ossetia Policy,1,
2007-08-03 11:04:00,Bagapsh: ‘Serious Progress’ in Solving Murder Attempt on PM,2,
2007-08-03 13:22:00,Sokhumi Denounces NATO Information Center in Kodori,1,
2007-08-03 16:51:00,"Tskhinvali, Tbilisi Spar over ‘Terrorist Plot’",1,
2007-08-03 17:47:00,Opposition Unites to Protest Prison Conditions,4,
2007-08-03 18:12:00,Tskhinvali Rejects JCC in Tbilisi,1,
2007-08-04 13:18:00,Largest Market Closed for Reconstruction,1,
2007-08-04 14:31:00,Abkhazia Wants Role in Preparation of Sochi Olympics,1,
